id	target	name	accession	tlen	query	name	accession	qlen				
RNA_pol_Rpb2_6	PF00562.26	390	S_alt_contig00142_RC	-	264	2.50E-12	46.4	0.7				
RNA_pol_Rpb2_6	PF00562.26	390	S_alt_contig00142_RC	-	264	5.30E-22	78.3	0.1				
RNA_pol_Rpb2_7	PF04560.18	87	S_alt_contig00142_RC	-	264	8.00E-15	54.9	0				
DUF3523	PF12037.6	265	S_alt_contig00144	-	169	4.10E-23	82	0.1				
AAA	PF00004.27	132	S_alt_contig00144	-	169	1.20E-06	28.9	0				
AAA_16	PF13191.4	170	S_alt_contig00144	-	169	4.80E-06	26.9	0				
NIF	PF03031.16	156	S_alt_contig00146	-	187	1.70E-46	157.7	0.1				
PC-Esterase	PF13839.4	284	S_alt_contig00148	-	168	6.90E-26	91.5	0				
ERCC4	PF02732.13	157	S_alt_contig00149_RC	-	257	1.30E-15	57.7	0				
NAF	PF03822.12	54	S_alt_contig00150	-	254	2.70E-07	30.5	0				
zf-RVT	PF13966.4	85	S_alt_contig00151_RC	-	280	1.30E-07	32.2	1.1				
zf-RVT	PF13966.4	85	S_alt_contig00151_RC	-	280	1.30E-07	32.2	1.1				
YTH	PF04146.13	123	S_alt_contig00152	-	460	3.80E-37	126.6	0.1				
Ras	PF00071.20	162	S_alt_contig00153_RC	-	356	3.10E-59	199.1	0.4				
Roc	PF08477.11	120	S_alt_contig00153_RC	-	356	1.60E-33	115.3	0.1				
Arf	PF00025.19	175	S_alt_contig00153_RC	-	356	6.40E-12	45.1	0				
GTP_EFTU	PF00009.25	194	S_alt_contig00155	-	564	3.70E-54	183.1	0.1				
GTP_EFTU	PF00009.25	194	S_alt_contig00155	-	564	3.70E-54	183.1	0.1				
GTP_EFTU_D3	PF03143.15	111	S_alt_contig00155	-	564	1.10E-38	131.9	0				
GTP_EFTU_D2	PF03144.23	74	S_alt_contig00155	-	564	3.60E-14	52.8	1.4				
GTP_EFTU_D2	PF03144.23	74	S_alt_contig00155	-	564	3.60E-14	52.8	1.4				
Pkinase_Tyr	PF07714.15	260	S_alt_contig00157_RC	-	248	7.70E-21	74.4	0				
Pkinase	PF00069.23	264	S_alt_contig00157_RC	-	248	1.40E-17	63.8	0				
Retrotran_gag_2	PF14223.4	140	S_alt_contig00159_RC	-	169	0.00026	20.6	0				
zf-C3HC4_3	PF13920.4	50	S_alt_contig00161	-	761	2.10E-09	36.9	6.5				
zf-C3HC4_2	PF13923.4	40	S_alt_contig00161	-	761	5.30E-08	32.4	9.6				
zf-C3HC4	PF00097.23	41	S_alt_contig00161	-	761	1.20E-07	31.3	9.3				
zf-RING_5	PF14634.4	44	S_alt_contig00161	-	761	3.00E-06	27	9.7				
zf-RING_2	PF13639.4	44	S_alt_contig00161	-	761	9.90E-05	22.4	9.1				
FmdA_AmdA	PF03069.13	372	S_alt_contig00166	-	596	2.60E-161	536.5	0				
GNT-I	PF03071.13	434	S_alt_contig00167_RC	-	194	6.50E-32	110.7	0.1				
GNT-I	PF03071.13	434	S_alt_contig00167_RC	-	194	2.00E-69	234.3	3.2				
Helicase_C	PF00271.29	111	S_alt_contig00168	-	405	3.20E-19	69.2	0				
PEP-utilizers_C	PF02896.16	294	S_alt_contig00172_RC	-	373	1.30E-74	250.8	0				
FKBP_C	PF00254.26	94	S_alt_contig00173	-	153	6.00E-16	58.4	0				
EMP24_GP25L	PF01105.22	182	S_alt_contig00174	-	315	1.20E-30	106.7	0.4				
SWIB	PF02201.16	74	S_alt_contig00175	-	279	7.30E-60	198.7	2.2				
SWIB	PF02201.16	74	S_alt_contig00175	-	279	7.30E-60	198.7	2.2				
SAM_decarbox	PF01536.14	355	S_alt_contig00177_RC	-	717	9.00E-107	357	0				
AdoMetDC_leader	PF08132.9	51	S_alt_contig00177_RC	-	716	1.20E-28	98.7	4.2				
ESCRT-II	PF05871.10	139	S_alt_contig00179	-	289	1.50E-39	135.3	0				
Pkinase	PF00069.23	264	S_alt_contig00181_RC	-	177	7.40E-14	51.6	0				
Pkinase_Tyr	PF07714.15	260	S_alt_contig00181_RC	-	177	4.20E-13	49	0.1				
Proton_antipo_M	PF00361.18	293	S_alt_contig00182_RC	-	159	1.90E-13	50.1	1				
Glucan_synthase	PF02364.13	818	S_alt_contig00186	-	386	1.10E-15	56.8	19.8				
GCS2	PF04107.11	291	S_alt_contig00187	-	377	6.70E-51	173.2	0				
dsrm	PF00035.24	67	S_alt_contig00189_RC	-	548	4.20E-17	62.5	0				
dsrm	PF00035.24	67	S_alt_contig00189_RC	-	548	4.20E-17	62.5	0				
OPT	PF03169.13	618	S_alt_contig00189_RC	-	548	3.30E-12	45.7	3.6				
Arm_3	PF16186.3	53	S_alt_contig00192	-	250	6.70E-14	51.1	0.6				
Arm_3	PF16186.3	53	S_alt_contig00192	-	250	6.70E-14	51.1	0.6				
Glyco_hydro_1	PF00232.16	453	S_alt_contig00196	-	400	7.90E-29	100.2	0				
Glyco_hydro_1	PF00232.16	453	S_alt_contig00196	-	399	1.20E-21	76.5	0				
Glyco_hydro_1	PF00232.16	453	S_alt_contig00196	-	399	1.20E-21	76.5	0				
Glyco_hydro_1	PF00232.16	453	S_alt_contig00196	-	399	2.60E-26	91.9	2				
PfkB	PF00294.22	302	S_alt_contig00197_RC	-	318	1.40E-55	188.7	0				
G6PD_C	PF02781.14	289	S_alt_contig00198_RC	-	669	9.30E-114	379.4	0				
G6PD_N	PF00479.20	177	S_alt_contig00198_RC	-	669	1.50E-56	191.7	0				
CRAL_TRIO	PF00650.18	159	S_alt_contig00199_RC	-	211	1.60E-17	63.5	0				
CRAL_TRIO_2	PF13716.4	139	S_alt_contig00199_RC	-	211	0.00014	21.9	0				
BRCT	PF00533.24	79	S_alt_contig00200_RC	-	210	3.40E-05	24	0				
PTCB-BRCT	PF12738.5	63	S_alt_contig00200_RC	-	210	6.20E-05	22.7	0				
RNA_pol_Rpb1_4	PF05000.15	108	S_alt_contig00202_RC	-	418	4.70E-08	32.8	0				
RNA_pol_Rpb1_3	PF04983.16	158	S_alt_contig00202_RC	-	417	3.60E-13	49.6	0.1				
Cytochrom_C_asm	PF01578.18	214	S_alt_contig00203_RC	-	1066	6.70E-10	39	0				
Cytochrom_C_asm	PF01578.18	214	S_alt_contig00203_RC	-	1066	6.00E-06	26.1	4.9				
Cytochrom_C_asm	PF01578.18	214	S_alt_contig00203_RC	-	1066	6.00E-06	26.1	4.9				
Cytochrom_C_asm	PF01578.18	214	S_alt_contig00203_RC	-	1066	6.00E-06	26.1	4.9				
Cytochrom_C_asm	PF01578.18	214	S_alt_contig00203_RC	-	1065	1.10E-32	113.4	11.9				
Cytochrom_C_asm	PF01578.18	214	S_alt_contig00203_RC	-	1065	1.10E-32	113.4	11.9				
Metallophos	PF00149.26	204	S_alt_contig00205	-	490	1.10E-40	140.2	0.1				
STPPase_N	PF16891.3	48	S_alt_contig00205	-	490	9.80E-22	77	1.6				
Rhomboid	PF01694.20	150	S_alt_contig00206_RC	-	320	1.20E-39	135.6	10.3				
CN_hydrolase	PF00795.20	261	S_alt_contig00209_RC	-	378	2.50E-55	187.5	0				
DEAD	PF00270.27	176	S_alt_contig00215	-	613	7.70E-39	133.1	0				
Helicase_C	PF00271.29	111	S_alt_contig00215	-	613	1.20E-28	99.5	0.2				
Helicase_C	PF00271.29	111	S_alt_contig00215	-	613	1.20E-28	99.5	0.2				
Helicase_C	PF00271.29	111	S_alt_contig00215	-	613	1.20E-28	99.5	0.2				
ResIII	PF04851.13	171	S_alt_contig00215	-	613	1.10E-05	25.3	0				
CMS1	PF14617.4	252	S_alt_contig00215	-	613	6.80E-05	22.2	0				
Pyr_redox_2	PF07992.12	292	S_alt_contig00216_RC	-	400	7.80E-18	64.6	0				
Pyr_redox_3	PF13738.4	305	S_alt_contig00216_RC	-	400	0.00017	20.8	0.1				
Pyr_redox_3	PF13738.4	305	S_alt_contig00216_RC	-	400	0.00017	20.8	0.1				
Meth_synt_2	PF01717.16	324	S_alt_contig00220_RC	-	908	3.50E-162	539	0				
Meth_synt_2	PF01717.16	324	S_alt_contig00220_RC	-	908	3.50E-162	539	0				
Meth_synt_1	PF08267.10	313	S_alt_contig00220_RC	-	908	7.90E-126	419.7	0				
Meth_synt_1	PF08267.10	313	S_alt_contig00220_RC	-	908	7.90E-126	419.7	0				
Meth_synt_1	PF08267.10	313	S_alt_contig00220_RC	-	908	7.90E-126	419.7	0				
COX3	PF00510.16	258	S_alt_contig00222_NB	-	268	3.10E-63	213.9	12.3				
Nup84_Nup100	PF04121.11	692	S_alt_contig00223	-	190	4.60E-05	21.7	0.1				
DEAD	PF00270.27	176	S_alt_contig00224	-	637	8.40E-39	133	0				
Helicase_C	PF00271.29	111	S_alt_contig00224	-	637	1.40E-28	99.4	0.2				
Helicase_C	PF00271.29	111	S_alt_contig00224	-	637	1.40E-28	99.4	0.2				
Helicase_C	PF00271.29	111	S_alt_contig00224	-	637	1.40E-28	99.4	0.2				
ResIII	PF04851.13	171	S_alt_contig00224	-	637	1.20E-05	25.2	0				
CMS1	PF14617.4	252	S_alt_contig00224	-	637	7.30E-05	22.1	0				
S-AdoMet_synt_C	PF02773.14	138	S_alt_contig00227	-	430	2.00E-63	212.4	0.4				
S-AdoMet_synt_C	PF02773.14	138	S_alt_contig00227	-	430	2.00E-63	212.4	0.4				
S-AdoMet_synt_M	PF02772.14	118	S_alt_contig00227	-	430	1.30E-46	157.6	0				
S-AdoMet_synt_N	PF00438.18	99	S_alt_contig00227	-	430	3.90E-09	36.9	0				
PP2C	PF00481.19	258	S_alt_contig00228	-	217	2.40E-15	56.8	0.1				
RRM_1	PF00076.20	70	S_alt_contig00229	-	288	1.10E-24	85.8	0	domain)			
RRM_1	PF00076.20	70	S_alt_contig00229	-	288	1.10E-24	85.8	0	domain)			
RRM_occluded	PF16842.3	79	S_alt_contig00229	-	288	0.00019	21.1	0				
RRM_7	PF16367.3	94	S_alt_contig00229	-	288	0.0006	19.8	0				
RRM_7	PF16367.3	94	S_alt_contig00229	-	288	0.0006	19.8	0				
SCAMP	PF04144.11	174	S_alt_contig00233	-	406	8.80E-49	166	16.2				
UPRTase	PF14681.4	207	S_alt_contig00234	-	507	2.60E-71	239.2	0				
PRK	PF00485.16	197	S_alt_contig00234	-	507	1.10E-43	149.1	0.8				
Pribosyltran	PF00156.25	159	S_alt_contig00234	-	507	6.40E-05	22.4	0				
Pribosyltran	PF00156.25	159	S_alt_contig00234	-	507	6.40E-05	22.4	0				
TFIIF_alpha	PF05793.10	528	S_alt_contig00236_RC	-	366	5.60E-60	203.3	36.9				
ELL	PF10390.7	277	S_alt_contig00236_RC	-	366	4.70E-05	22.9	2.2				
SET	PF00856.26	169	S_alt_contig00240_RC	-	285	1.90E-20	73.8	0.1				
PTPlike_phytase	PF14566.4	156	S_alt_contig00242	-	296	7.90E-30	103.9	0				
RRM_1	PF00076.20	70	S_alt_contig00244_RC	-	376	0.00015	21.4	0	domain)			
zf-CCHC	PF00098.21	18	S_alt_contig00244_RC	-	375	4.00E-06	26.5	1.1				
zf-CCHC	PF00098.21	18	S_alt_contig00244_RC	-	375	4.00E-06	26.5	1.1				
zf-CCHC	PF00098.21	18	S_alt_contig00244_RC	-	375	4.00E-06	26.5	1.1				
AIRS_C	PF02769.20	156	S_alt_contig00245	-	299	6.60E-18	65.2	0				
AIRS	PF00586.22	94	S_alt_contig00245	-	299	3.70E-11	43.4	0				
AIRS_C	PF02769.20	156	S_alt_contig00245	-	298	2.40E-09	37.4	0				
PEP-utilizers_C	PF02896.16	294	S_alt_contig00247	-	799	1.40E-105	352.5	0				
PPDK_N	PF01326.17	328	S_alt_contig00247	-	799	1.70E-33	116.2	0.1				
PPDK_N	PF01326.17	328	S_alt_contig00247	-	799	1.70E-33	116.2	0.1				
PEP-utilizers	PF00391.21	73	S_alt_contig00247	-	799	5.00E-27	93.3	2.6				
PEP-utilizers	PF00391.21	73	S_alt_contig00247	-	799	5.00E-27	93.3	2.6				
Got1	PF04178.10	113	S_alt_contig00249_RC	-	278	5.30E-14	52.5	14.2				
TAXi_N	PF14543.4	177	S_alt_contig00250	-	468	1.40E-51	175.1	0.3				
TAXi_N	PF14543.4	177	S_alt_contig00250	-	468	1.40E-51	175.1	0.3				
Asp	PF00026.21	315	S_alt_contig00250	-	468	3.40E-25	89	0.1				
TAXi_C	PF14541.4	162	S_alt_contig00250	-	468	2.20E-18	66.4	0				
ECH_2	PF16113.3	334	S_alt_contig00252	-	404	0.00012	21.6	0.4				
ECH_2	PF16113.3	334	S_alt_contig00252	-	404	6.20E-96	321.7	0				
ECH_1	PF00378.18	251	S_alt_contig00252	-	404	3.10E-11	42.9	0.2				
ECH_1	PF00378.18	251	S_alt_contig00252	-	404	3.10E-11	42.9	0.2				
LRRNT_2	PF08263.10	41	S_alt_contig00254_RC	-	162	8.60E-09	35.4	0.9				
LRR_4	PF12799.5	43	S_alt_contig00254_RC	-	162	5.30E-06	26.5	2.1				
LRR_4	PF12799.5	43	S_alt_contig00254_RC	-	162	5.30E-06	26.5	2.1				
LRR_4	PF12799.5	43	S_alt_contig00254_RC	-	162	5.30E-06	26.5	2.1				
LRR_8	PF13855.4	61	S_alt_contig00254_RC	-	162	1.90E-05	24.2	11.3				
LRR_8	PF13855.4	61	S_alt_contig00254_RC	-	162	1.90E-05	24.2	11.3				
LRR_6	PF13516.4	24	S_alt_contig00254_RC	-	162	7.00E-05	22.4	11.6				
LRR_6	PF13516.4	24	S_alt_contig00254_RC	-	162	7.00E-05	22.4	11.6				
LRR_6	PF13516.4	24	S_alt_contig00254_RC	-	162	7.00E-05	22.4	11.6				
LRR_6	PF13516.4	24	S_alt_contig00254_RC	-	162	7.00E-05	22.4	11.6				
LRR_1	PF00560.31	23	S_alt_contig00254_RC	-	162	0.00014	21.7	6				
LRR_1	PF00560.31	23	S_alt_contig00254_RC	-	162	0.00014	21.7	6				
LRR_1	PF00560.31	23	S_alt_contig00254_RC	-	162	0.00014	21.7	6				
LRR_1	PF00560.31	23	S_alt_contig00254_RC	-	162	0.00014	21.7	6				
Calreticulin	PF00262.16	366	S_alt_contig00256_RC	-	489	8.80E-71	238.6	14.1				
Calreticulin	PF00262.16	366	S_alt_contig00256_RC	-	489	8.80E-71	238.6	14.1				
Aldo_ket_red	PF00248.19	292	S_alt_contig00258_RC	-	162	2.80E-15	56.1	0				
ArfGap	PF01412.16	117	S_alt_contig00260	-	660	7.50E-40	135.5	0				
HR_lesion	PF05514.9	138	S_alt_contig00261_RC	-	271	6.90E-57	191.4	11.8				
HR_lesion	PF05514.9	138	S_alt_contig00262_RC	-	275	7.20E-57	191.3	11.8				
DUF4413	PF14372.4	100	S_alt_contig00265	-	281	3.50E-06	27.1	0				
DUF4413	PF14372.4	100	S_alt_contig00265	-	281	6.10E-17	61.7	1.4				
OB_NTP_bind	PF07717.14	114	S_alt_contig00266	-	335	8.00E-21	74.1	0				
Cation_ATPase_C	PF00689.19	182	S_alt_contig00267	-	252	4.00E-23	81.9	3.8				
Peptidase_C1	PF00112.21	219	S_alt_contig00270_RC	-	264	6.20E-42	144	1.9				
Peptidase_C1	PF00112.21	219	S_alt_contig00270_RC	-	264	6.20E-42	144	1.9				
Inhibitor_I29	PF08246.10	58	S_alt_contig00270_RC	-	264	3.40E-10	40	0.1				
RCC1	PF00415.16	50	S_alt_contig00272_RC	-	326	4.10E-12	46.4	0				
RCC1	PF00415.16	50	S_alt_contig00272_RC	-	326	4.10E-12	46.4	0				
RCC1_2	PF13540.4	30	S_alt_contig00272_RC	-	326	4.80E-10	38.8	0.1				
RCC1	PF00415.16	50	S_alt_contig00272_RC	-	325	4.70E-39	132.7	6.6				
RCC1	PF00415.16	50	S_alt_contig00272_RC	-	325	4.70E-39	132.7	6.6				
RCC1	PF00415.16	50	S_alt_contig00272_RC	-	325	4.70E-39	132.7	6.6				
RCC1_2	PF13540.4	30	S_alt_contig00272_RC	-	325	2.80E-13	49.2	2.8				
RCC1_2	PF13540.4	30	S_alt_contig00272_RC	-	325	2.80E-13	49.2	2.8				
RCC1_2	PF13540.4	30	S_alt_contig00272_RC	-	325	2.80E-13	49.2	2.8				
RCC1_2	PF13540.4	30	S_alt_contig00272_RC	-	325	2.80E-13	49.2	2.8				
ArsA_ATPase	PF02374.13	306	S_alt_contig00276_RC	-	338	1.70E-19	70	0				
Dus	PF01207.15	310	S_alt_contig00277_RC	-	411	4.50E-23	81.7	0				
Dus	PF01207.15	310	S_alt_contig00277_RC	-	410	1.80E-14	53.4	0				
DUF1077	PF06417.10	118	S_alt_contig00280	-	154	6.30E-20	71.2	0				
PLD_C	PF12357.6	72	S_alt_contig00285	-	462	2.60E-30	104	0				
PLDc	PF00614.20	28	S_alt_contig00285	-	462	1.40E-08	34.4	0.3				
PLDc	PF00614.20	28	S_alt_contig00285	-	462	1.40E-08	34.4	0.3				
PLDc_2	PF13091.4	133	S_alt_contig00285	-	462	1.70E-08	34.3	0				
PLDc_2	PF13091.4	133	S_alt_contig00285	-	462	1.70E-08	34.3	0				
NB-ARC	PF00931.20	288	S_alt_contig00286_RC	-	185	4.10E-10	39	0.2				
ATP-synt_ab	PF00006.23	213	S_alt_contig00287	-	622	1.60E-67	227.2	0				
ATP-synt_ab_N	PF02874.21	69	S_alt_contig00287	-	622	3.00E-13	49.9	1.9				
Glyoxalase	PF00903.23	128	S_alt_contig00288_RC	-	419	8.80E-33	113.1	0				
Glyoxalase	PF00903.23	128	S_alt_contig00288_RC	-	419	8.80E-33	113.1	0				
Glyoxalase_4	PF13669.4	109	S_alt_contig00288_RC	-	419	1.80E-11	44.1	0				
Glyoxalase_4	PF13669.4	109	S_alt_contig00288_RC	-	419	1.80E-11	44.1	0				
Glyoxalase_4	PF13669.4	109	S_alt_contig00288_RC	-	419	1.80E-11	44.1	0				
TPR_7	PF13176.4	36	S_alt_contig00288_RC	-	419	7.50E-05	22.4	0.1				
TPR_7	PF13176.4	36	S_alt_contig00288_RC	-	419	7.50E-05	22.4	0.1				
TPR_8	PF13181.4	34	S_alt_contig00288_RC	-	419	0.00054	19.8	0				
TPR_8	PF13181.4	34	S_alt_contig00288_RC	-	419	0.00054	19.8	0				
TPR_1	PF00515.26	34	S_alt_contig00288_RC	-	419	0.00094	18.8	0.1				
TPR_1	PF00515.26	34	S_alt_contig00288_RC	-	419	0.00094	18.8	0.1				
TPR_1	PF00515.26	34	S_alt_contig00288_RC	-	419	0.00094	18.8	0.1				
Pkinase_Tyr	PF07714.15	260	S_alt_contig00289	-	418	2.70E-45	154.5	0				
Pkinase_Tyr	PF07714.15	260	S_alt_contig00289	-	418	2.70E-45	154.5	0				
Pkinase	PF00069.23	264	S_alt_contig00289	-	418	4.90E-45	153.8	0				
Alpha-L-AF_C	PF06964.10	168	S_alt_contig00293_RC	-	537	7.10E-31	107.5	0.1				
tRNA-synt_1c	PF00749.19	314	S_alt_contig00294	-	708	2.00E-48	164.8	3.9	domain			
tRNA-synt_1c	PF00749.19	314	S_alt_contig00294	-	708	2.00E-48	164.8	3.9	domain			
tRNA_synt_1c_R2	PF04557.13	97	S_alt_contig00294	-	708	1.40E-13	51.4	0.7				
tRNA-synt_1c	PF00749.19	314	S_alt_contig00294	-	708	1.80E-38	132.1	0	domain			
tRNA-synt_1c_C	PF03950.16	174	S_alt_contig00294	-	707	6.30E-38	130.2	0	binding	domain		
LRR_8	PF13855.4	61	S_alt_contig00298	-	165	1.90E-11	43.4	16.1				
LRR_8	PF13855.4	61	S_alt_contig00298	-	165	1.90E-11	43.4	16.1				
LRR_8	PF13855.4	61	S_alt_contig00298	-	165	1.90E-11	43.4	16.1				
LRR_4	PF12799.5	43	S_alt_contig00298	-	165	6.50E-09	35.8	19.2				
LRR_4	PF12799.5	43	S_alt_contig00298	-	165	6.50E-09	35.8	19.2				
LRR_4	PF12799.5	43	S_alt_contig00298	-	165	6.50E-09	35.8	19.2				
LRR_4	PF12799.5	43	S_alt_contig00298	-	165	6.50E-09	35.8	19.2				
LRR_1	PF00560.31	23	S_alt_contig00298	-	165	5.10E-07	29.1	13.6				
LRR_1	PF00560.31	23	S_alt_contig00298	-	165	5.10E-07	29.1	13.6				
LRR_1	PF00560.31	23	S_alt_contig00298	-	165	5.10E-07	29.1	13.6				
LRR_1	PF00560.31	23	S_alt_contig00298	-	165	5.10E-07	29.1	13.6				
SRP72	PF08492.10	58	S_alt_contig00302_RC	-	259	1.80E-17	63.4	9				
SRP72	PF08492.10	58	S_alt_contig00302_RC	-	259	1.80E-17	63.4	9				
SRP72	PF08492.10	58	S_alt_contig00302_RC	-	259	1.80E-17	63.4	9				
Myosin_tail_1	PF01576.17	1081	S_alt_contig00303_NB	-	187	1.90E-14	52.4	25.1				
DUF1664	PF07889.10	124	S_alt_contig00303_NB	-	187	4.20E-07	29.9	9.4				
DUF1664	PF07889.10	124	S_alt_contig00303_NB	-	187	4.20E-07	29.9	9.4				
Filament	PF00038.19	312	S_alt_contig00303_NB	-	187	1.00E-06	28.5	20.8				
Filament	PF00038.19	312	S_alt_contig00303_NB	-	187	1.00E-06	28.5	20.8				
CENP-F_leu_zip	PF10473.7	140	S_alt_contig00303_NB	-	187	0.00025	21	23.3				
Jnk-SapK_ap_N	PF09744.7	156	S_alt_contig00303_NB	-	187	0.0005	20.2	13.7				
Jnk-SapK_ap_N	PF09744.7	156	S_alt_contig00303_NB	-	187	0.0005	20.2	13.7				
UQ_con	PF00179.24	140	S_alt_contig00305	-	515	1.80E-27	95.6	0				
UQ_con	PF00179.24	140	S_alt_contig00305	-	514	3.80E-07	29.7	0				
Cupin_1	PF00190.20	151	S_alt_contig00309_RC	-	314	1.20E-45	154.7	0.3				
Cupin_2	PF07883.9	71	S_alt_contig00309_RC	-	314	1.80E-07	30.6	0				
Cupin_1	PF00190.20	151	S_alt_contig00310_RC	-	317	1.20E-45	154.7	0.3				
Cupin_2	PF07883.9	71	S_alt_contig00310_RC	-	317	1.80E-07	30.6	0				
Cellulose_synt	PF03552.12	722	S_alt_contig00311	-	495	7.90E-214	712.1	2.7				
Glyco_trans_2_3	PF13632.4	197	S_alt_contig00311	-	495	3.90E-09	36.6	0.3				
Glyco_trans_2_3	PF13632.4	197	S_alt_contig00311	-	495	3.90E-09	36.6	0.3				
RHD3	PF05879.10	743	S_alt_contig00312	-	284	2.90E-79	267	1.7				
RHD3	PF05879.10	743	S_alt_contig00312	-	283	1.50E-05	23.3	0.1				
Gelsolin	PF00626.20	76	S_alt_contig00314	-	502	0.00055	19.6	0.1				
VHP	PF02209.17	36	S_alt_contig00314	-	501	4.90E-15	55.2	1.2				
eIF-5a	PF01287.18	69	S_alt_contig00316	-	256	8.50E-30	102.5	0.2				
GTP_EFTU	PF00009.25	194	S_alt_contig00317	-	614	4.00E-54	183	0				
GTP_EFTU	PF00009.25	194	S_alt_contig00317	-	614	4.00E-54	183	0				
GTP_EFTU_D3	PF03143.15	111	S_alt_contig00317	-	614	1.30E-38	131.6	0.2				
GTP_EFTU_D3	PF03143.15	111	S_alt_contig00317	-	614	1.30E-38	131.6	0.2				
GTP_EFTU_D2	PF03144.23	74	S_alt_contig00317	-	614	1.00E-14	54.5	0.3				
YTH	PF04146.13	123	S_alt_contig00318_RC	-	806	1.80E-37	127.6	1.3				
Glycolytic	PF00274.17	349	S_alt_contig00319	-	252	1.00E-71	241.4	0				
FKBP_C	PF00254.26	94	S_alt_contig00326_RC	-	442	1.10E-29	102.5	0				
DUF247	PF03140.13	342	S_alt_contig00327_RC	-	170	1.50E-35	123	0.1				
DnaJ	PF00226.29	63	S_alt_contig00331_RC	-	172	5.90E-19	67.8	4.4				
DnaJ_CXXCXGXG	PF00684.17	67	S_alt_contig00331_RC	-	172	1.50E-06	28.3	7.8				
RRM_1	PF00076.20	70	S_alt_contig00334_RC	-	515	1.30E-08	34.4	0	domain)			
MIP-T3	PF10243.7	541	S_alt_contig00334_RC	-	515	9.40E-06	24.5	27.1				
TFCD_C	PF12612.6	188	S_alt_contig00336	-	169	1.20E-25	90.3	0.1				
Peptidase_S10	PF00450.20	419	S_alt_contig00338_RC	-	227	1.70E-39	136.3	0				
Peptidase_S9	PF00326.19	212	S_alt_contig00340_RC	-	191	7.20E-28	97.4	0.2				
Cation_ATPase_C	PF00689.19	182	S_alt_contig00341	-	252	7.30E-15	55	0				
Cation_ATPase_C	PF00689.19	182	S_alt_contig00341	-	251	2.30E-23	82.7	6.6				
F-box-like	PF12937.5	48	S_alt_contig00343_RC	-	287	1.40E-05	24.8	1.8				
Myosin_head	PF00063.19	677	S_alt_contig00346_RC	-	222	4.60E-94	315.8	0.2				
AAA_16	PF13191.4	170	S_alt_contig00346_RC	-	222	6.90E-05	23.2	0.1				
C2	PF00168.28	103	S_alt_contig00353_RC	-	194	2.60E-18	66.1	0				
LRR_8	PF13855.4	61	S_alt_contig00354_RC	-	150	3.10E-24	84.4	35.1				
LRR_8	PF13855.4	61	S_alt_contig00354_RC	-	150	3.10E-24	84.4	35.1				
LRR_8	PF13855.4	61	S_alt_contig00354_RC	-	150	3.10E-24	84.4	35.1				
LRR_8	PF13855.4	61	S_alt_contig00354_RC	-	150	3.10E-24	84.4	35.1				
LRR_4	PF12799.5	43	S_alt_contig00354_RC	-	150	7.40E-23	80	20.3				
LRR_4	PF12799.5	43	S_alt_contig00354_RC	-	150	7.40E-23	80	20.3				
LRR_4	PF12799.5	43	S_alt_contig00354_RC	-	150	7.40E-23	80	20.3				
LRR_4	PF12799.5	43	S_alt_contig00354_RC	-	150	7.40E-23	80	20.3				
LRR_1	PF00560.31	23	S_alt_contig00354_RC	-	150	4.00E-11	41.6	24.7				
LRR_1	PF00560.31	23	S_alt_contig00354_RC	-	150	4.00E-11	41.6	24.7				
LRR_1	PF00560.31	23	S_alt_contig00354_RC	-	150	4.00E-11	41.6	24.7				
LRR_1	PF00560.31	23	S_alt_contig00354_RC	-	150	4.00E-11	41.6	24.7				
LRR_1	PF00560.31	23	S_alt_contig00354_RC	-	150	4.00E-11	41.6	24.7				
LRR_1	PF00560.31	23	S_alt_contig00354_RC	-	150	4.00E-11	41.6	24.7				
LRR_1	PF00560.31	23	S_alt_contig00354_RC	-	150	4.00E-11	41.6	24.7				
LRR_6	PF13516.4	24	S_alt_contig00354_RC	-	150	2.40E-05	23.9	25.4				
LRR_6	PF13516.4	24	S_alt_contig00354_RC	-	150	2.40E-05	23.9	25.4				
LRR_6	PF13516.4	24	S_alt_contig00354_RC	-	150	2.40E-05	23.9	25.4				
LRR_6	PF13516.4	24	S_alt_contig00354_RC	-	150	2.40E-05	23.9	25.4				
LRR_6	PF13516.4	24	S_alt_contig00354_RC	-	150	2.40E-05	23.9	25.4				
LRR_6	PF13516.4	24	S_alt_contig00354_RC	-	150	2.40E-05	23.9	25.4				
LRR_6	PF13516.4	24	S_alt_contig00354_RC	-	150	2.40E-05	23.9	25.4				
EF-hand_6	PF13405.4	31	S_alt_contig00356_RC	-	575	2.70E-08	33	2.4				
EF-hand_6	PF13405.4	31	S_alt_contig00356_RC	-	575	2.70E-08	33	2.4				
EF-hand_6	PF13405.4	31	S_alt_contig00356_RC	-	575	2.70E-08	33	2.4				
EF-hand_7	PF13499.4	71	S_alt_contig00356_RC	-	575	7.40E-08	32.6	1.1				
EF-hand_7	PF13499.4	71	S_alt_contig00356_RC	-	575	7.40E-08	32.6	1.1				
EF-hand_1	PF00036.30	29	S_alt_contig00356_RC	-	575	4.20E-06	25.8	5.6				
EF-hand_1	PF00036.30	29	S_alt_contig00356_RC	-	575	4.20E-06	25.8	5.6				
EF-hand_1	PF00036.30	29	S_alt_contig00356_RC	-	575	4.20E-06	25.8	5.6				
Pro_isomerase	PF00160.19	159	S_alt_contig00357_RC	-	164	6.70E-23	81.6	0				
